@relation 'Classification de documents par opinion'

@attribute texte string
@attribute valeur {1,-1}

@data
"scene beginning shootout something red eye van bush trail van dollar rental movie nature door door today trimming movie boy time",-1
"film title sequence movie something spree acting script film music group bag rubbish film film trash minute life",-1
"end end let acting none glance actor problem daylight freak suit man daylight scowl face end darkness trailer head opposite something plague something sense role actor course trailer trailer film everything side cast fact book costume suit dark suit something gift shop superman movie thing lot entire film backyard camera shot car shot end trailer shot trailer ability director trailer film nothing director handling story piece advice difference ability story marketing end",-1
"fan stage production movie version cable anticipation show dismay translation show film story soul trip memory lane music music point storyline hello drama original pathos fan show time tripe",-1
"movie fact movie fact boring intercourse lot intercourse melon bit someone fun despair fun boredom director movie movie feeling plot something scene end music director cost movie art something projection cinema review",-1
"movie plot focus comedy idea movie title movie something girl roommate character show person worth watching scene college career",-1
"film period turd movie script relevance film priest partner wall ghost point scene postcard medal film time kick groin sit film vote way",-1
"movie fantasy movie director period incident story plot nothing conclusion message nothing profound nothing movie reality movie horror image reality friend mine embassy idea way Romanian",-1
"thing plot cue fun work plug movie part game action game target gun way ammo front house ammo door verdict film chance film B-movie",-1
"sense lot film cutter eater god film movie cast scenario tongue film person film eater cutter",-1
"budget history movie movie general person bunch planet part worth movie close finger man",-1
"lot second try story standing movie friend mine half hour movie attempt fun movie story point view idea cinema try chance movie attempt fun movie option b story",-1
"movie score lot taste someone score way disappointment movie title reason summary plot someone movie plane reason stuff plot sense movie mind anyone acting",-1
"movie joke joke thing laugh ridiculousness plot wow movie example zombie purpose nation eye mascara anyone year movie answer demand comment synopsis movie movie advance decency",-1
"movie point blood violence gore meaning movie blood movie plot story line intelligence blood movie overall time hour violence horror film horror",-1
"movie plot kind rip addition kind laugh copy",-1
"film episode film plot story anything movie film episode",-1
"anyone brain movie dream fame time movie psycho movie anything taste misery classic",-1
"piece cow movie werewolf movie story nerd school drama film werewolf someone height film career movie werewolf kind cop drama world werewolf nudity werewolf blur screen transformation sequence something video game animation primitive horror nudity vomit",-1
"movie casting plot pity pack skier actor living mainland girl competence teacher actor time movie",-1
"movie movie track ear vision matter show something society detail kink value video photography jock character spectrum point movie movie glimpse",-1
"film travesty abomination doubt film remake money anyone persona Everyone disgrace anything everything film-making",-1
"movie funeral funeral interest movie extent trance anything else death destruction movie story nothing grandma movie",-1
"show something No. sing teaching anything No. something joke color S everything world kid trouble show syllable level exaggeration overkill age",-1
"movie screening movie dick fart pride action shootout list lot penis fart pussy fun hair killing cast cat silencer game action return cameo maker game movie adaption kudos",-1
"point attention absence plot summary explanation story screenplay plot structure movie cinema industry crap story movie vote",-1
"idea film teaser anything debut son debut film child flashback trailer anything film story year child action camera angle action man handgun machine opening jot budget amount money chance race use film discomfiture",-1
"history kind point reputation taste mouth condemnation way RAF TV sense defeatism time action absence loutishness moment atmosphere rugby club discipline sense death glory RAF training country discussion bravery cowardice fear job glory sense greatness none bore resemblance fighter pilot author producer TV series time test pilot misrepresentation way time disgrace",-1
"bar film story film camera intent student film end movie attachment movie time cinema performance sort film",-1
"likes piece garbage script directing person film thriller theatre setup thriller persecution film character leak wood world place track middle night writing",-1
"movie biscuit script dialogue music movie beginning stranger martin sheen story confrontation finger league pear film hope",-1
"movie voice voice mouth age gender voice hour insurance morph casting story movie money case version",-1
"horror plot acting blood cinema this movie exception cable garbage garbage movie insult movie word rating",-1
"so-called documentary year right case moon rock moon world planet earth earth moon conspiracy anything thing theory rest claim wind hangar moon landing flag explanation astronaut hand conspiracy footage flag astronaut conspiracy subject lie profit so-called documentary claim moon lighting studio conspiracy earth desert night basement denial time fact",-1
"vampire move word rest strength lamp mind time fight cause breakfast plot movie family vampire gang fight geezer fun music someone movie bit part movie clay acting screenplay end",-1
"kind humor movie feeling thing kind plot part trilogy",-1
"fan rest opinion reason sense acting acting rest storyline everything sense action order action movie good action movie movie movie score",-1
"TV series nature man father fun practice opinion doubt time TV series rating reservation movie spin-off hand tragedy sense word essence TV show film movie tone pub way idea comedy reason TV series movie movie scene sink neighbour romance tone movie TV series TV series TV series movie opportunity movie exception TV series right bottom pile advice spin-off tone TV series",-1
"film list connection story end movie ballet relation story movie music dancing standard reason sequence movie character movie way age musical age singing",-1
"movie anything something performance movie delivery right list head voice inflection someone role movie somebody biz mean comment this performance anything story part script makings movie end acting",-1
"school countryside bottom script sense year drama group film joke anything need excuse corpse slit fish bowl bottom shape disc player something trumpery acting",-1
"film place night county movie tree event town night movie",-1
"dope piece crap time night TV something toilet toilet toilet toilet time drivel man pool yard stuff",-1
"remake version script book movie movie banter movie word review reason plot movie movie",-1
"opinion piece documentary truth crap debate warming mountain evidence contrary theory junk science river information link chain logic reason impact warming prevention wake Anyone computer time sense theory everything analysis theory level credibility fact hoax course existence time kind propaganda time conservationist conclusion warming hysteria lie",-1
"standard extent film storyline interest figure actress role deal cheapness comedy part movie kind rubbish history movie",-1
"time experiment film condition combination prescription ward combo movie interest film production type experiment sleep time film low-energy scene husband sister trouble scene part body expression sleep dialog Everyone monotone voice vigor energy smile result boredom direction film plot charm energy romance story vacation amount everything time",-1
"girl brat plot gator film guide crocodile gator animal expert creature croc excuse movie ending",-1
"film premise time end thing version message worth film anything classic tale adaption film maker message life living film life",-1
"history director movie movie premiere night movie surprise book read screen movie something character movie screen sequence nothingness part door something watch dialogue screen movie movie score movie earthquake scene second movie dust anything",-1
"career excuse movie indication excuse girl fact fit sort way charisma hand kiss movie point fellatio blood sex act moment goof actor head something gore blood suspense build-up horror pay-off scene member audience feeling lot paint movie vampire world point church arrow course vampire hello device song theme song movie transfusion sequence blood town line blood transfusion blood blood vampire course vampire blood none blood blood human body effect",-1
"film pursuit money revenge soul something director gangster genre use film noir theme man pride enemy money face character enough head scene character station life kind behaviour film suicide nothing smile face character anyone point quest happiness peace enemy self-destruction gist movie premise story problem skill movie maker moment story scene car shooting end movie viewer way tone film ending psychobabble waste life",-1
"friend space spacecraft moon trip launch pad hang thing animation film scenery depth distance focus movie advantage fight end design anything fly coloring blue-gray kind cast computer story writing audience laugh nothing punchline meaning history film fact focus astronaut screen film work fiction space exploration adult family day",-1
"action dialogue pile mountain goat dung trailer has-been action film hero situation story action action reality fear excitement event knowledge hypothermia scene theater book movie character setting everything comparison anything cliffhanger hand mountain guide",-1
"film premiere screening cast film earth gamut lunch character reason plot film end life",-1
"god movie whole thing month time something movie courage food moment message way word bottom dig movie",-1
"film comment piece crap plot brother character kind marriage everyone sight homosexuality murder crap couple ex-wife gunpoint nothing dialogue whole film sense sense sense acting favourite lawyer woman something couple guy boyfriend cartoon dough man film someone camera number thing guy bed pair thing comedy film guy church fire year girl car park escape idea relation couple lawyer mention dinner brother potion brother ending time tub lard thing time nothing excuse film goon director joke name",-1
"movie weekend curse man mummy man alias alias fame marriage wow love plot rest cast aid girl film mummy curse torch movie sleep",-1
"experiment porn semblance plot pizza boy devil experiment category course horror version porn wait money shot video girl office chair fear factor bath sheep money shot eyeball plot motive tree torture girl exception inquisition office chair scene screen money shot porn",-1
"movie trash fun innocence time kid hell ripoff charm grace crap screen team villain hand charisma duo charm side part feeling love story care part masterpiece crap movie sequel rip-off character kid crap garbage",-1
"acting pace exploitation angle titillation sake disaster film plot beginning plot beginning presence film scrap talent turkey something plenty titillation something miracle taste sense word opinion crime crime piece trash existence tragedy personality blow travesty film",-1
"habit film incest problem parlor anything skill bit sake perversity",-1
"movie perspective school movie thing movie revolt scene revolt rampage difference form movie person message board end movie scintilla difference hand delusion gunfire world responsibility hell school prison film time need nature opportunity college frat establishment picture room fitter union work election road start writing benefit world motorcycle room person scene date cow manure world person listener self-pity trip point course action",-1
"movie margarine company handover pun movie spoof woman career box thing segment cast thing ruin segment spoof woman way top control industry humor handover character segment time cable TV watch snow music language dialogue story half screen minute spoof cop substance cop retirement flash bar police car gas station sign sign none car cop lot description music store acetylene torch music store business location dispatcher set-up gag shot lot cop segment matter thing episode movie mail",-1
"question truth level desperation city couple day wilderness path coffee line tarradiddle dialog life pomegranate eternity nothing nudity sex scene confrontation pair nature scene folk guitar nothing picture example homage bit verbiage",-1
"title kind spoiler wife transformation movie cliche disco nobody anyone",-1
"movie warning anyone movie way nobody plot dialog legend pile celluloid turd movie popcorn movie hell someone scene",-1
"film couple prostitute drag interval night place time movie problem everything night point stretch process somebody movie camera film",-1
"movie shelf video store dust can celluloid version goo bottom trash stuff mind",-1
"crap crap company way something time take material tome novel reputation director novel screen lot water movie shot friend page time money piece nothingness meditation alienation loneliness city fine director point view something acting style enunciation deer headlight eye expression kind rest cast word euphemism director something art story",-1
"movie load drivel house world house dose humour realism script movie nothing script movie fact movie couple film industry moment Aussie movie industry moment industry movie section favour movie berth",-1
"hand number dialogue continuity movie choice send-up way",-1
"film patience film matter basis film plot writer symbolism school campus script film filmmaker chance depiction boy crush boy foundation script sort plot sight sort structure example scene result tedium plot plot example creation way telephone film film film-maker release script film classic aspect coming-of-age drama film boy belly film gay subject crush boy adolescent boy character masturbation boy preference",-1
"word pedestrian film anything goddess love idea housewife expression film morning coffee rest cast result cult cult way failure",-1
"original flick remake point original classic flick choice film cliff canyon dream pal vista scene end crash announcer impact mph crowd car mph car door mph car line nobody pavement mph matter end standing daughter movie anyone intelligence",-1
"movie movie ounce humor ounce talent movie curse review mess victim copy movie room watch shock shock crap merit entertainment sludge",-1
"documentary proof talent fact government lack legitimacy purpose truth something stuff lie omission knowledge process advantage instance street hell way anyone opposition journalist side street chopper police day nothing palace something security coup chief guard charge cause president confession fact rank military administration documentary intention world image opposition truth % government percentage version group propaganda",-1
"dreck cinematography music film acting material plot joke kind hour half life director planet",-1
"movie middle night nothing moment matter confusion fare tennis drag nobody logic",-1
"movie plot direction meaning racism film toilet movie story line script dude nobody film cause gang aggression bang heart thing girl film community profile film life boy movie money",-1
"proponent film director cinema opinion point work matter screen jumpiness matter choice result cinematography result direction audience effect anything film anything reason liking admiration opinion director choice lack intelligentsia day boldness film maker work film misfortune",-1
"movie think love reverse nothing nothing nothing love film flop potential film billing grace glimpse form clothing eye candy thing scene ending top point guy way legend film sister husband heck time love",-1
"film fact shame film film idea script sound cup tea",-1
"script place explanation beginning point movie viewer superman need stalker someone type character hero ending superman hospital skit case child father script movie",-1
"film hindsight end hour opinion film third history film-making order review anything part film",-1
"sense talent bounce cartoon acid character development scale chaos fine nothing brain nonsense",-1
"dream movie series character horror fan movie effort story production course story attention survivor part baby beginning mother story plot fact thing acting cast theatre group school class talent material shine pity work direction dream end tension dream child sequel kind movie horror series name end clown joke goodbye",-1
"luck quality Minotaur epic comparison television movie production integrity story bit hour storyboard flow time director idea research crew mullet boy problem look death segment way opinion epic junk script example arm socket forearm fire arrow crossbow dragon end epic hell mullet movie connection epic character way film movie",-1
"anybody animation budget reasoning story rat rat toilet sewer extent promise frog attempt entertainment something hookup movie rat relationship nothing talent",-1
"idea anyone show story news plot development episode substance kind crap insult intelligence junk way reason show",-1
"group money movie plot whole return thing part movie butcher shop blood play dough meat anyone movie time rest life movie movie aspect movie fun amount effort someone",-1
"girlfriend joke joke film bleach sand letter war sex lady aka guy hole ting door part film film light film girlfriend shame piece crap news film fact",-1
"movie fish barrel look head body person minute restaurant singer father mushroom belt mushroom jacket father fun movie doctor man baby set baby man cameo movie favor movie innuendo sex screening film pain suffering",-1
"movie experience pain end movie acid fraction pain back case beginning end minute introduction history cinema job trash feces garbage horror something movie worst kind language bunch",-1
"movie critic movie Everything story directing story game something movie movie sex scene middle sense story movie pile crap screen hour half movie money anything hour half life",-1
"head dare kind cult anything film day work film row wife mood capacity sense incoherence complexity hour film figure thinker masterpiece chorus revolver waste everyone time waste cast waste crew waste waste anyone mess voice darkness story work fight complexity pie hate fan narrative fashion fear philosophy way chess player idea chess year exception apologist hat script toffee fight dialogue revolver fortune cookie fight twist everything revolver satisfaction sense rug house mantra screen film way something gangster world anything anything home bit assassin crisis confidence film",-1
"episode series nothing joke someone fall episode storyline none profession stinker",-1
"envy number problem war fate envy introduction plot role fan work time movie footage sort relationship friend movie plot morality tale message mess performance film time lot film",-1
"episode series story cross budget time budget time anything quality writing production feeling rush script message story plot script episode mess enjoyment",-1
"exploitation film search daughter snuff porno trail mother child audience struggle sleaze excitement porno stigma danger credit card bill stigma thriller place film everything touch violence fetish material sort laughter horror excitement nudity course lack film end something nothing thing villainess bite size fascination girl surgery type thriller",-1
"movie movie series lot plot sense bit brief cameo movie theatre section childhood image focus reaction audience everybody TV",-1
"movie end story film reason part frame issue issue fault film movie fashion wave movie man anyone victim movie walk movie",-1
"movie theatre cable time movie",-1
"rate point view student point view scene credit type script movie",-1
"movie tribute film opening scene homage film stuff kind ruckus farm portion life debris cornfield scene lady face end scene instance film drive stone guy movie kind plot population while job year trip nothing kid control strength extent picture frame point kind jet kind space shuttle kind event account television control room event television cockpit film summer disaster soda theater movie entirety way row time theater seat space shuttle disaster theater girl son college son school graduation theater need hour everybody subplot family x-ray vision guy kind contest villain behavior end movie scorecard home door percent point finale projector account movie kind loop while water wait guy move girlfriend bit life movie nursing home sweatshirt theater seat house while beginning movie part review dog dog movie account",-1
"way character wounder result inbreeding right hell movie use studio production script person smoking anyone cost admission discount bin movie review maximum forum plot paint thing movie acting cast name movie time screen smirk face viewer garbage rest cast TV series character skin death screen screen talent film film series core porn story line MPAA R rating movie nudity vulgarity content rating board film rating MPAA rating review footage part death scene silicone casting breast rating choice film kind trash rating today name comedy movie drama horror film kind content stink content X rating thing writing movie dream twelve year kid imagination situation corpse movie plot viewer mile behavior film year hack rent film school script class time series pie road",-1
"achievement awfulness class hair face back back hero character interest punch face fascination film performance time appearance wig line forehead hope right face face paint man role movie cuckoo swarm hill bicycle island girl career brawl reason bear costume costume bear karate movie epilogue yesterday cousin basement film medal point movie send-up hysteria dialogue cult film",-1
"home scenario TV film film car cos something freeway film instance child car helicopter attempt viewer bridge child bridge make dummy budget classic cant end film film piece trash",-1
"movie church spoiler jail boss something explosion end place spoiler end way movie will class",-1
"film rating film road side bar scene scene director movie line counterpart accent part starstruck experience damn name name time name way film day set storyline wardrobe lady lot nudity side break idea inkling pit childhood quality production",-1
"owner outlet horror flick distinction film ride recording dialogue half time acting meaning word film formula trio accident family surroundings help duration heroine house harridan mother daughter weirdo brother scene mother means nothing film ace sleeve twist ending taste mouth film lameness gore feeling time",-1
"sex cloud mind sex sex course man lady mouth lady rest movie matter fact sex gross message water sex",-1
"fire bearing life university majority folk garbage script film job whole joke set this film intelligence joy laugh screening year masterpiece mistake genre",-1
"lead sex film porn today day worth look",-1
"film lack development film maker film student film someone attention detail film idiot film maker piece genius whim",-1
"movie book order budget adaption someone man upheaval book time version film id story adaption movie X",-1
"war idiot agenda bullshit character trial war crime nation world defense budget nation agenda art hell something label record advisory label bullshit advisory propaganda advisory advisory label",-1
"show quality punchline plot line viewer bowl set cutlery blackboard character aptitude mongrel shrew dad line sound impersonation game show host animation laugh artwork show character buck head head body line op president fact character show grace fame case slapstick premise show episode time spoiler alert something something reason course damage everything end side note opportunity show message babysitter idea paper example quality place example television product effort someone",-1
"limit sacrifice state day day movie concept wife everything line couple mishap wife miscarriage foetus capacity mother law heir wife plan mother insemination artist daughter law mother society day night age group hand family planning decision making wife husband beer bar stage lot dancer pub baby exchange money home wife house time prostitute taste household life time family daughter law pillow petticoat mother baby womb",-1
"movie friend singer death metal band course violence gore plot line god movie time budget film orchestra camera blood example star fiend mugger grab throat blood juice packet blood man shirt movie camera pleasure song down comment blood gore story violence movie thing money",-1
"material art house material team framing lighting face manner representation history struggle truth story vilification story corruption today sway film intent art film business cinema library",-1
"movie guy van order thing movie van fad trash fan trash bottom",-1
"film director movie gang crap nothing penny time movie director head mentality movie mean movie power point stuff story man god creature girl guy shirt u plot",-1
"film amount humour character father manner wife film effort embarrassment film ability display depravity squalor",-1
"title character character movie sidekick cult leader actor smile way habit voice example cult leader buzz scene victim surgery right time acting ending sense story steam climax crossbow arrow head rest movie explanation viewer hospital line time movie",-1
"writing personality movie character self dialog kid trip father kid plane pilot heart attack mid-flight kid lake wilderness time bear time lake time spear branch bear blood bear chest kid porcupine gag",-1
"someone viewing acting sound point merit horror cheap complaint dialogue child actress god career line viewing",-1
"film acting writing music role-playing film mercy birth abomination",-1
"case cast impression comedy style script voice type performance film film way manner visa card order film plane life authorisation blood blood payment type weapon gun shop gun state state gun tank counter view film revenge view stop crap",-1
"movie movie movie movie speech end expression face way love thing middle thing movie something",-1
"camera film look effect someone palsy camera offense work cinematographer camera work wife torture while TV miss sushi",-1
"fact show mind show pile bull crap blackboard voice acting animation Everything candy humor B-grade place death humor music child computer emotion score show show plague theme song TV watch quality programming",-1
"movie bible movie rapture end tribulation movie news sea structure tribulation movie part course truth part movie movie counterfeit everything devil movie left problem movie acting plot character development",-1
"fan series batman comic series series nothing series commercial depth heck opinion villain time design part anything series time show money",-1
"film garbage ice cream dinner something time experience movie time Everything cheap film writing clunky plot comedy movie series behavior film scene exposition work term movie hell character movie character anything control freak solution situation man woman moment ending kleptomaniac sister something road",-1
"movie forwarding movie disaster movie anyone hit bulb thing version movie box sex release movie movie world living world watch series",-1
"movie reason snake boa constrictor way movie species movie right set film group cannibal tribe dad excuse dad hunting bull elephant bull elephant circus moron butt hunter minute camera LSD motion reason sense boa constrictor water rubber film rip movie story scene everyone scene dad water spout someone beach dad death film movie",-1
"somebody movie yardstick depth badness start character schmuck white costume carpeting way viewer suspension disbelief garden gnome heck thought movie something hour half",-1
"fan budget horror piece monkey site taste horror wardrobe cameo home depot tin foil moon budget movie acting dubbing movie fighting action poor line gore matter blood",-1
"film chance film script animation story way group kind insult film claptrap effort sweat gag adult film shame",-1
"flop mind disaster story gap action everyone fire nothing person performance man time playing role villain act job",-1
"everything pace pop scenery script head career manager time movie industry history right poster show baby girl show role creator idea contract conflict tension girl groundwork",-1
"thing head review hour half air movie cube hypercube cube hypercube sequel advantage originality story cube zero comparison lack script acting example time movie advice hour half movie",-1
"reason film performance attempt movie poster comment movie performance career performance movie person comment person movie crap anybody rest career favor",-1
"movie time period baby wedlock life child bastard someone difficulty movie time reputation movie punch church drink idea girl order misery town outcome movie part course",-1
"script cliche book scene character sex husband front son",-1
"movie everything movie kid can-opener genie career music industry music Bible way shape form deal teenager computer ending hell nightmare plane movie word level",-1
"cast slave trade career excitement focus minute way impression telephone",-1
"movie work nothing plot year production chance beginning flop waste time money effort audience thriller blood someone murder knife calm whistle throat agent murder woman male throat stupidity kind audience joke continuity problem instance groom bed bathroom while scene couple guidance scenery waste time movie",-1
"film cast crew hour limit kind accumulation dialogue epitome acting casting plot casting accent movie history screening director bar cinema",-1
"swill anything attempt movie story script suspense weakness movie payoff payoff heck movement hip anyone acting job",-1
"way movie dialog plot understanding movie movie character script movie purpose purpose",-1
"rating movie power movie abundance innocence newcomer expert directing father actress film remake excuse sequel movie role time show bit talent movie lady movie movie TV sequel movie",-1
"movie scene movie scene rest movie school plot sense set fun description girlfriend reason beginning movie music video someone ton movie transition scene smoothness kind switching movie plot audio gay horror movie sound time movie storyline music",-1
"way waste film way plenty caliber film life reason film respect spoof penis comedy person respect entertainment today joke fart intelligence way immaturity experience film mess sense dignity class film minute episode way performance fact spoof film spoof film line way fun type way episode movie theater comedy plot plausibility scene picture problem gripe picture piece crap script thing point indication director script humor group grade",-1
"opening brother conclusion joke fest frat idea matter tube clown clown bit dung power movie way model skit movie way",-1
"grader school class kid class video believer moon father movie piece crap guy shot thing movie class movie nothing mind movie movie thing thing way house",-1
"movie science fiction fan movie night movie time period course film reason movie story movie detail astronaut city creature lake movie episode version ending",-1
"god hell movie kind way life fun movie movie beginning scene movie movie bat movie life story fact movie writer cousin guy usher story house usher brother point movie street right end day end friend course movie",-1
"something art mainstream entertainment cult film type video story pub breast cancer fruit panacea giver group strip club competition lot reviewer execution action zip drive motivation tissue acting campy dialog nothing boob way lovely nothing antithesis campy vehicle anything rating material director hour shame something campy fun guy way laugh mind time mouth spot curator wax museum wax bust pun",-1
"body sight something matter relativity person narrator end narration place end start film film prank phone part movie story clan cause part majority news team party original group woman team scene cat fashion show segment reporting date drive-in spot dinner club character drive-in spot date credit way narration feat",-1
"post reference while fact Greek judgement annoyance life epos rhyme rhyme Iliad grade grade disappointment campus Iliad epos literature poet war war reason war beauty position epos purpose work poem honour love anger hate heroism discipline loyalty part battle none shame scenario way storm blockbuster work work something movie",-1
"commercial movie resemblance movie movie reggae music music horror movie commercial trailer stuff money commercial",-1
"kind person movie doubt movie time plot punishment heroine crucifixion character audience direction drip water camera",-1
"guy bat bat sense time radar",-1
"movie lot time idea movie execution cringe scene eyeball thing something insane quality gore budget movie story belief blood actress victim history movie",-1
"movie surprise storyline dialogue photo music script action action shit screening earth mission script genre aspiration comparison anything title life",-1
"show property noise can reality television show junk week week suffering family home family everyone renovation part part show house segment show reality television",-1
"movie post post opening kind zoom gas oven focus action movie T rapper actor policeman rest cast dog actor plot action shot movie explosion pyrotechnics rest movie rent stock music crap end end movie cousin movie verge movie time",-1
"film plot wealth film threat order fear group mist fog machine everyone something nudity sake regard ax plan nothing film ghost demon anyone confidence mess",-1
"pile movie sequel storyline garbage earth movie",-1
"everyone anything movie acting production direction script paycheck work drivel something something",-1
"submariner mutiny vessel submarine mission responsibility way crew member crew ship alliance surprise adviser film member crew amount noise vessel career detection crew music life reality movie top point movie anyone",-1
"second cast story care director child kid mother house kind team detail movie time piece paper pencil nose nap",-1
"son prison sperm home guard bhang time script dad spoiler film catastrophe tip hat behind dad loss god dad job loss callus waste time movie stuff pass waste time dance sequence dance sequence quality belly dancing worth will conflict fact I",-1
"character irritation fit role series humour top message show shame rest cast pity role performance majority way society",-1
"remake sequel original postmodern stamp threat son film director way anyone film scrawl case gang goofball remake genre lick irony ineptitude training exercise fate time original script subtext favor ante combo opening rape midpoint outing makeup FX rest film face embarrassment lame surprise end film end installment film bastardization audience slap face",-1
"film plot kid hotel father caretaker kid gift gift anything anything kid movie man rampage kid wife woman tub man corpse man hotel axe kid woman man vehicle father hypothermia waste time category music actor plot description vomit ending storyline movie rating",-1
"movie hint indication life movie help research website actress expression depression status script movie turkey area desert face culture language film documentary research",-1
"range rain film film hope classic acting script theatre education school production start character type face slapping end film damn pile review film production reading",-1
"film crime movie prison flick sense loyalty pack rape film escape stash money sense bunch respect crime caper bomb",-1
"lake brother boat time blame something control brew something lake bloodbath party flick feel school play everyone writer role boyfriend acting crap attention nerve day",-1
"theater corn dialogue film story dialogue film winner category thing ending theater",-1
"film form Internet bit porn substance piece celluloid idea film joke insult human movie indication inexperience infancy death film fact waste time crap film",-1
"itch hour movie reason weekend box art dinosaur package mood movie company fortune course movie throat mouth toy something time time blockbuster movie thriller comedy mistake movie budget acting movie movie movie day",-1
"movie aspect movie making name project video video cheap video lighting balancing technique shooting production mess lighting use hand ala technique purpose lack balance restaurant kitchen sex value level video",-1
"review door history movie Valkyrie Valkyrie world resistance world war regime chancellor peace concentration help resistance door history agenda evil everyone deception hour bombing genocide surrender enigma jet jet resistance democracy world jet jet speed radio agenda resistance help intelligence coup peace surrender hour saturation bombing agenda peace world technology ownership surrender agenda war power hour bombing year world technology barrel gun resistance greed surrender pretext ownership control property government resistance world technology world supremacy everything place agenda hour bombing concentration war war technology world war war deception mass murder justice smoke screen agenda world supremacy resistance Nazi regime resistance agenda retribution staff war genocide world supremacy",-1
"movie life premise zombie flick perspective story framework monotony realism film entertainment value effort viewer commentary",-1
"lot movie movie plot noise hello anyone movie right movie look academy award mind movie waste time comment anyone movie",-1
"wolf make-up robe dream up-beat music lot something strip club movie joke family movie I daughter kiddie porn family film spectacular budget",-1
"showcase series concern coherence camera reason theme lot monster father time nothing canvas bomb hour film camera character coffeehouse folk idea lot acting performance cop memory nothing event girl theatre feeling majority",-1
"film bag demeanor attempt comedy thing mess marriage effort",-1
"name box movie travesty plot movie sense plot parasite species example invasion faculty misfortune movie horror movie use fear suspense gore terror horror film film lot sugar hand",-1
"time review script sequel performance everyone comedy script pen excrement actor look buffoon life memory comedy everyone atrocity",-1
"theology time movie screenplay thing book novel film film sense thing character development story book process film book movie treatment anything scene character film conscience film book way film quality way lot effort way",-1
"movie cast film story place board voyage word liner iceberg choir sing anthem bit work year film release viewer sound stage film flaw dialog speed movie time half effect drama clarity medium result film structure technique area ship board shot movie fact ship dance orchestra sound way spectacle berg thing damage ship hull dent liner dock excitement film excellence movie ship end screen power blackout end film effect cinema curiosity",-1
"displeasure time setting anyone day way character country problem girl grandmother earth assassin ending film range taxi assignation prison van gun arm police shot travel airport sake call girl number location capture train station soil fight scene sound plot boring lot film film film aftermath assignation plot scenery setting something viewer time action film continuity scenery side",-1
"son school drama wow flick info night film review lot style substance style release substance film look nature control society microcosm veneer argument kind writer father job pace information device story script casting anyone way part plot license misery way script production audience enjoyment film power school output idea school-time rebellion classic examination subject",-1
"doubt movie end story story concept someone something movie movie movie movie cohesion entertainment value story badness level movie point movie point nothing charity film example film high paint thinner film refund",-1
"today film festival theater nausea movie joke job determination screen land auto driver cow street board project",-1
"rock star album death album way listen album legacy movie movie film sense word website fan film number part movie premise comedian persona film prison warden knit group owner prison billionaire funding prison warden group prison convenience consumer prison loot convenience premise movie top movie salvation respect movie bit character heiress accent movie person joke member ensemble comedy sense word R language scene nudity irony fact audience language film monkey character monkey pair scissors couch gag comedy course material truth difference comedy comedy kind comedy case excuse rest film batch film",-1
"film comedy way horror look group porn horror film mind comedy horror porno Everything film score someone shoot guy keyboard script directing cinematography acting %",-1
"film freshman effort production company budget production start company story part budget craft story return classmate secrecy trauma event person stalker number taste group craft",-1
"movie century nobody football setting novel nobody crib girl chalkboard time day love matter fruitcake wife attic brochure set movie end Everything something",-1
"idiot documentary comedy film police arrest cameraman arrest hotel scene car car side road evidence crash explosion rating sense",-1
"film yesterday art summary back jacket player jacket cover cover viewer production detail information film film jacket website linkage film actor actor reading school jock voice pitch attempt script disc sync film jacket dialog person dialog film might chance line reader fixture jacket cover art art film star dialog",-1
"hope side humanity experience experience flesh flick kick continuation theme experience plenty choice sale meatloaf none prom dress bed favorite son son man movie entertainment value chance version version town",-1
"nothing nonsense message bouquet cardboard aftertaste asbestos example type emptiness acting grace direction impotence award cameraman shot someone fame masturbation lead antihero diction coach middle finger pile non-art Anyone cousin",-1
"trouble character justice movie acting dialog feeling attempt movie message movie time",-1
"movie way fun part way cartoon",-1
"movie something childhood outhouse movie home cry corner cast car evil guy idiot smoke pot nothing place movie thing movie movie end waste money time air",-1
"decade movie boy trouble junior car bear room fire movie sequel fate",-1
"lead chemistry plenty talent movie racism thing flag manner film",-1
"movie movie life inspiration title movie feeling something nothing fork toaster experience anything lot stuff career miss",-1
"bonehead sitcom kind spin lot sitcom model something story story story way Forklift break advice show sense humor stuff monkey",-1
"movie cinema regime movie quality money movie audience director movie person standing nothing minute plenty cinematography video quality film film explanation film film reason art film waste celluloid film",-1
"flick movie story film place hell continuity anyone movie effect someone job problem company semblance effect thing ball nothing daughter dame age",-1
"dreck point number review word sizzle chemistry anklet bracelet way explanation man offence posse amuck design marina place constitution masochist Alka-Seltzer man caution",-1
"show steam pile programming character kid gag time form wit inspiration talent eye candy show way art style fact airtime nostalgia anything crap thinking time show",-1
"comedy musical result Shakespeare comedy impression language authority script school class expertise school production cast exception song dance man grace film contribution eye candy film mess pass",-1
"executive life life boy syndrome residence executive beauty life argument atmosphere music movie boy guy interpretation movie cinema general ability something life cinema ending death boy tone happiness executive family moral laughter guy heaven opinion",-1
"film corner-cutting scenario being partner crime someone sex reason boy girl girl gunpoint something boy drill antagonist spirit sociopath wisdom recipe hug role character turkey movie",-1
"movie band movie script character sauce attitude dump plenty supermarket boss nail coffin character actor part year stuff thing movie accent home time intermission",-1
"acting direction scriptwriting art direction film money land mine movie innuendo attention right T erection name film child T greed greed view world movie",-1
